created,facility,ward,subcounty,county,MOH_FacilityID,MOH_IndicatorCode,DATIM_Disag_ID,category,MOH_Indicator_Name,DATIM_Disag_Name,khis_data,datim_data,weight,concodance(%),khis_minus_datim
2021-12-01,Arombe Dispensary,Wiga Ward,Suna West Sub County,Migori County,QiXeOXMmlX0,yNCUlEYkmyA,Hyvw9VnZ2ch.PEXIFVXGP9S,TX_CURR,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25+, Female, Positive",693,2085,0.25331065484145304,12.638177379778758,-1392
2021-11-01,Ndiwa Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,JdqOvfWtH49,oOOnacUi9Jm,Hyvw9VnZ2ch.LpnJL4zZxRH,TX_CURR,MOH 731 On ART_15-19(M) HV03-032,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Male, Positive",7,4,0.0004859676831490706,0.035343104229023314,3
2021-10-01,Kituka Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,syMX95GoW0g,pR7VzBydoj3,Hyvw9VnZ2ch.YDzeLL6xf5o,TX_CURR,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25+, Male, Positive",112,616,0.07483902320495688,2.302739175537135,-504
2021-12-01,Kombe Dispensary,Masaba Ward,Kuria West Sub County,Migori County,KpXqE32Rm1d,EhZQp3PTA3C,Hyvw9VnZ2ch.LyXZybq6Sjf,TX_CURR,MOH 731 On ART_20-24 (F) HV03-035,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",2,28,0.003401773782043494,0.04535698376057992,-26
2021-12-01,Ombo Kowiti Dispensary,Central Kanyamkago Ward,Uriri Sub County,Migori County,FpS8TixqWn4,Jbu4if6gtDp,Hyvw9VnZ2ch.tEMe0224zlP,TX_CURR,MOH 731 On ART_10-14(M) HV03-030,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",8,4,0.0004859676831490706,0.03239784554327137,4
2021-11-01,Kabuto Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,WDe0umtdbif,wbJOu4h2SSz,Hyvw9VnZ2ch.dRjezxQktoz,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-9, Female, Positive",9,47,0.00571012027700158,0.1835395803321936,-38
2021-10-01,Agenga Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,orKDpItM56v,Jbu4if6gtDp,Hyvw9VnZ2ch.tEMe0224zlP,TX_CURR,MOH 731 On ART_10-14(M) HV03-030,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",15,13,0.0015793949702344794,0.14665810437891597,2
2021-12-01,God Jope Dispensary,God Jope Ward,Suna East Sub County,Migori County,G44EhGVs2FX,wbJOu4h2SSz,Hyvw9VnZ2ch.jjUGfPF0ObP,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-9, Male, Positive",19,337,0.040942777305309194,0.4370296453937498,-318
2021-12-01,Bugumbe Health Centre,Tagare Ward,Kuria West Sub County,Migori County,OQUMus9IsA1,EhZQp3PTA3C,Hyvw9VnZ2ch.LyXZybq6Sjf,TX_CURR,MOH 731 On ART_20-24 (F) HV03-035,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",30,22,0.002672822257319888,0.22616188331168283,8
2021-11-01,Kabuto Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,WDe0umtdbif,GSEmLUnrvzj,Hyvw9VnZ2ch.AG0milXShQM,TX_CURR,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",10,11,0.001336411128659944,0.12727725034856607,-1
