created,facility,ward,subcounty,county,MOH_FacilityID,MOH_IndicatorCode,DATIM_Disag_ID,category,MOH_Indicator_Name,DATIM_Disag_Name,khis_data,datim_data,weight,concodance(%),khis_minus_datim
2022-01-01,Muhuru Sub-County Hospital,Muhuru Ward,Nyatike Sub County,Migori County,cLo2mMOlSkq,GSEmLUnrvzj,RHN2Ui10Ivu.QazyoPSt2XH,PMTCT_STAT,MOH 731 On ART_10-14 (F) HV03-031,"PMTCT_STAT (D, DSD, Age/Sex): New ANC clients 10-14, Female",21,20,0.001434102968593145,0.13991248474079462,1
2022-01-01,Muhuru Sub-County Hospital,Muhuru Ward,Nyatike Sub County,Migori County,cLo2mMOlSkq,yNCUlEYkmyA,RHN2Ui10Ivu.UN0vy0VSyHQ,PMTCT_STAT,MOH 731 On ART_25+ (F) HV03-037,"PMTCT_STAT (D, DSD, Age/Sex): New ANC clients 15-19, Female",956,957,0.06862182704718199,6.858595573142288,-1
2022-01-01,Ng'ong'a Dispensary,South Sakwa Ward,Awendo Sub County,Migori County,B8Y8xuk4MFf,yNCUlEYkmyA,RHN2Ui10Ivu.zCrKbLh9x6i,PMTCT_STAT,MOH 731 On ART_25+ (F) HV03-037,"PMTCT_STAT (D, DSD, Age/Sex): New ANC clients 20-24, Female",123,135,0.00968019503800373,0.9229953408329138,-12
2022-01-01,Got Kachola Dispensary,Got Kachola Ward,Nyatike Sub County,Migori County,H8zbf1TS3qy,yNCUlEYkmyA,RHN2Ui10Ivu.AkOKGZjTuJH,PMTCT_STAT,MOH 731 On ART_25+ (F) HV03-037,"PMTCT_STAT (D, DSD, Age/Sex): New ANC clients 25-29, Female",168,170,0.012189875233041733,1.2117745793792967,-2
2022-01-01,LVCT DICE Clinic Muhuru,Muhuru Ward,Nyatike Sub County,Migori County,WwYfrsmafhY,yNCUlEYkmyA,RHN2Ui10Ivu.NujbceGNYiA,PMTCT_STAT,MOH 731 On ART_25+ (F) HV03-037,"PMTCT_STAT (D, DSD, Age/Sex): New ANC clients 30-34, Female",237,239,0.017137530474688082,1.7065524044122167,-2
2022-01-01,Oasis Doctors Plaza Medical Centre (Migori),Ragana-oruba Ward,Suna West Sub County,Migori County,mQbyKWUNKMs,yNCUlEYkmyA,RHN2Ui10Ivu.Za1ntF1ECu4,PMTCT_STAT,MOH 731 On ART_25+ (F) HV03-037,"PMTCT_STAT (D, DSD, Age/Sex): New ANC clients 35-39, Female",24,24,0.001720923562311774,0.1720923562311774,0
2022-01-01,Arombe Dispensary,Wiga Ward,Suna West Sub County,Migori County,QiXeOXMmlX0,yNCUlEYkmyA,RHN2Ui10Ivu.UN0vy0VSyHQ,PMTCT_STAT,MOH 731 On ART_25+ (F) HV03-037,"PMTCT_STAT (D, DSD, Age/Sex): New ANC clients 15-19, Female",694,694,0.04976337301018213,4.976337301018213,0
2022-01-01,Nyamekongoroto Health Centre,Masaba Ward,Kuria West Sub County,Migori County,fzoNOK6Nrqc,yNCUlEYkmyA,RHN2Ui10Ivu.zCrKbLh9x6i,PMTCT_STAT,MOH 731 On ART_25+ (F) HV03-037,"PMTCT_STAT (D, DSD, Age/Sex): New ANC clients 20-24, Female",53,53,0.003800372866771834,0.3800372866771834,0
2022-01-01,Wath Onger Health Center,Macalder/Kanyarwanda Ward,Nyatike Sub County,Migori County,jSsqGE88rMQ,yNCUlEYkmyA,RHN2Ui10Ivu.AkOKGZjTuJH,PMTCT_STAT,MOH 731 On ART_25+ (F) HV03-037,"PMTCT_STAT (D, DSD, Age/Sex): New ANC clients 25-29, Female",517,516,0.03699985658970314,3.6964038722723753,1
2022-01-01,Winjo Dispensary,Muhuru Ward,Nyatike Sub County,Migori County,dW7oScLnDy2,yNCUlEYkmyA,RHN2Ui10Ivu.NujbceGNYiA,PMTCT_STAT,MOH 731 On ART_25+ (F) HV03-037,"PMTCT_STAT (D, DSD, Age/Sex): New ANC clients 30-34, Female",142,142,0.01018213107701133,1.018213107701133,0
2022-02-01,Got Kachola Dispensary,Got Kachola Ward,Nyatike Sub County,Migori County,H8zbf1TS3qy,yNCUlEYkmyA,RHN2Ui10Ivu.Za1ntF1ECu4,PMTCT_STAT,MOH 731 On ART_25+ (F) HV03-037,"PMTCT_STAT (D, DSD, Age/Sex): New ANC clients 35-39, Female",181,182,0.01305033701419762,1.301438567256071,-1
2022-03-01,Mogori-Komasimo Health Centre,Masaba Ward,Kuria West Sub County,Migori County,sDgMJ46sG5P,yNCUlEYkmyA,RHN2Ui10Ivu.UN0vy0VSyHQ,PMTCT_STAT,MOH 731 On ART_25+ (F) HV03-037,"PMTCT_STAT (D, DSD, Age/Sex): New ANC clients 15-19, Female",89,102,0.007313925139825039,0.6816118716695586,-13
2022-03-01,Angaga Dispensary,South Sakwa Ward,Awendo Sub County,Migori County,dWATcMI6XJL,yNCUlEYkmyA,RHN2Ui10Ivu.zCrKbLh9x6i,PMTCT_STAT,MOH 731 On ART_25+ (F) HV03-037,"PMTCT_STAT (D, DSD, Age/Sex): New ANC clients 20-24, Female",67,85,0.006094937616520866,0.5373168688248658,-18
2022-04-01,Got Kachola Dispensary,Got Kachola Ward,Nyatike Sub County,Migori County,H8zbf1TS3qy,yNCUlEYkmyA,RHN2Ui10Ivu.AkOKGZjTuJH,PMTCT_STAT,MOH 731 On ART_25+ (F) HV03-037,"PMTCT_STAT (D, DSD, Age/Sex): New ANC clients 25-29, Female",182,184,0.013193747311056934,1.3121650331215093,-2
2022-04-01,Taranganya Dispensary,Bukira East Ward,Kuria West Sub County,Migori County,nnQCgclxCj6,yNCUlEYkmyA,RHN2Ui10Ivu.NujbceGNYiA,PMTCT_STAT,MOH 731 On ART_25+ (F) HV03-037,"PMTCT_STAT (D, DSD, Age/Sex): New ANC clients 30-34, Female",35,39,0.002796500788756633,0.2645338583958977,-4
2022-04-01,Kabuto Dispensary,North Kadem Ward,Nyatike Sub County,Migori County,WDe0umtdbif,yNCUlEYkmyA,RHN2Ui10Ivu.Za1ntF1ECu4,PMTCT_STAT,MOH 731 On ART_25+ (F) HV03-037,"PMTCT_STAT (D, DSD, Age/Sex): New ANC clients 35-39, Female",199,203,0.014556145131220421,1.4411307866233154,-4
2022-04-01,Ongito Dispensary,North Kanyamkago Ward,Uriri Sub County,Migori County,pS72TtLnCvM,yNCUlEYkmyA,RHN2Ui10Ivu.uEGqYHYtXfS,PMTCT_STAT,MOH 731 On ART_25+ (F) HV03-037,"PMTCT_STAT (D, DSD, Age/Sex): New ANC clients 40-44, Female",116,115,0.008246092069410583,0.8210394701144736,1
