created,facility,ward,subcounty,county,MOH_FacilityID,MOH_IndicatorCode,DATIM_Disag_ID,category,MOH_Indicator_Name,DATIM_Disag_Name,khis_data,datim_data,weight,concodance(%),khis_minus_datim
2021-10-01,Mary Immaculate Hospital (Nyeri North),Mweiga Ward,Kieni West Sub County,Nyeri County,gQOARcEQVeO,wbJOu4h2SSz,Hyvw9VnZ2ch.dRjezxQktoz,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Female, Positive",4,3,0.00039867109634551497,0.034171808258187,1
2021-10-01,Mary Immaculate Hospital (Nyeri North),Mweiga Ward,Kieni West Sub County,Nyeri County,gQOARcEQVeO,GSEmLUnrvzj,Hyvw9VnZ2ch.AG0milXShQM,TX_CURR,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",1,2,0.00026578073089701,0.017718715393133997,-1
2021-10-01,Mary Immaculate Hospital (Nyeri North),Mweiga Ward,Kieni West Sub County,Nyeri County,gQOARcEQVeO,Jbu4if6gtDp,Hyvw9VnZ2ch.tEMe0224zlP,TX_CURR,MOH 731 On ART_10-14(M) HV03-030,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",2,5,0.000664451827242525,0.037968675842429994,-3
2021-10-01,Mary Immaculate Hospital (Nyeri North),Mweiga Ward,Kieni West Sub County,Nyeri County,gQOARcEQVeO,yNCUlEYkmyA,Hyvw9VnZ2ch.QqlHrg6f0Sm,TX_CURR,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",221,231,0.030697674418604652,3.001852232969747,-10
2021-10-01,Mary Immaculate Hospital (Nyeri North),Mweiga Ward,Kieni West Sub County,Nyeri County,gQOARcEQVeO,pR7VzBydoj3,Hyvw9VnZ2ch.LpnJL4zZxRH,TX_CURR,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Male, Positive",97,114,0.015149501661129569,1.39289256979106,-17
2021-10-01,Outspan Hospital,Kamakwa/Mukaro Ward,Nyeri Central Sub County,Nyeri County,SuTFIa79qA7,yNCUlEYkmyA,Hyvw9VnZ2ch.LyXZybq6Sjf,TX_CURR,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",206,217,0.02883720930232558,2.808730551432184,-11
2021-10-01,Wamagana Health Centre,Wamagana Ward,Tetu Sub County,Nyeri County,PjOTQQUb94v,yNCUlEYkmyA,Hyvw9VnZ2ch.zqARzn2wVj5,TX_CURR,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",247,260,0.0345514950166113,3.3665559246954593,-13
2021-10-01,Outspan Hospital,Kamakwa/Mukaro Ward,Nyeri Central Sub County,Nyeri County,SuTFIa79qA7,pR7VzBydoj3,Hyvw9VnZ2ch.y9LP85d8t4b,TX_CURR,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",131,135,0.017940199335548173,1.7670421901930906,-4
2021-10-01,Tumutumu (PCEA) Hospital,Kirimukuyu Ward,Mathira West Sub County,Nyeri County,eQ411WldmOy,yNCUlEYkmyA,Hyvw9VnZ2ch.Vi8sd7mvZW4,TX_CURR,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",1242,1241,0.1649169435215947,16.485052509891183,1
2021-10-01,Wamagana Health Centre,Wamagana Ward,Tetu Sub County,Nyeri County,PjOTQQUb94v,pR7VzBydoj3,Hyvw9VnZ2ch.YDzeLL6xf5o,TX_CURR,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",116,123,0.016345514950166114,1.586677601857129,-7
2021-10-01,Othaya Sub County Hospital,Iria-ini Ward,Nyeri South Sub County,Nyeri County,AoO1uzcsLs0,yNCUlEYkmyA,Hyvw9VnZ2ch.hRq4baaUamW,TX_CURR,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",944,1001,0.1330232558139535,12.912488790578108,-57
2021-10-01,Tumutumu (PCEA) Hospital,Kirimukuyu Ward,Mathira West Sub County,Nyeri County,eQ411WldmOy,pR7VzBydoj3,Hyvw9VnZ2ch.XcW5HWccYYZ,TX_CURR,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",472,480,0.06378737541528239,6.325134705044808,-8
