created,facility,ward,subcounty,county,MOH_FacilityID,MOH_IndicatorCode,DATIM_Disag_ID,category,MOH_Indicator_Name,DATIM_Disag_Name,khis_data,datim_data,weight,concodance(%),khis_minus_datim
2022-10-01,Amakuriat Dispensary,Alale Ward,Pokot North Sub County,West Pokot County,bNho1ISzYjt,Jbu4if6gtDp,Hyvw9VnZ2ch.tEMe0224zlP,TX_CURR,MOH 731 On ART_10-14(M) HV03-030,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",2,2,0.016666666666666666,1.6666666666666667,0
2022-10-01,Chepareria Sub County Hospital,Chepareria Ward,Kipkomo Sub County,West Pokot County,w2kedceJwpf,wbJOu4h2SSz,Hyvw9VnZ2ch.dRjezxQktoz,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Female, Positive",13,13,0.10833333333333334,10.833333333333334,0
2022-10-01,Kabichbich Health Centre,Lelan Ward,Pokot South Sub County,West Pokot County,JTzEgarJilV,wbJOu4h2SSz,Hyvw9VnZ2ch.jjUGfPF0ObP,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Male, Positive",2,1,0.008333333333333333,0.5555555555555556,1
2022-10-01,Chepareria Sub County Hospital,Chepareria Ward,Kipkomo Sub County,West Pokot County,w2kedceJwpf,GSEmLUnrvzj,Hyvw9VnZ2ch.AG0milXShQM,TX_CURR,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",1,1,0.008333333333333333,0.8333333333333334,0
2022-10-01,Chepareria Sub County Hospital,Chepareria Ward,Kipkomo Sub County,West Pokot County,w2kedceJwpf,Jbu4if6gtDp,Hyvw9VnZ2ch.tEMe0224zlP,TX_CURR,MOH 731 On ART_10-14(M) HV03-030,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",3,3,0.025,2.5,0
2022-10-01,Kacheliba District Hospital,Suam Ward,Kacheliba Sub County,West Pokot County,oGOpu3nlItw,wbJOu4h2SSz,Hyvw9VnZ2ch.zLbjm4E1NsG,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Female, Positive",7,7,0.058333333333333334,5.833333333333333,0
2022-10-01,Kanyarkwat Dispensary,Riwo Ward,West Pokot Sub County,West Pokot County,lyWWgI0EDp4,wbJOu4h2SSz,Hyvw9VnZ2ch.p1HABZs9ydt,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",7,6,0.05,4.615384615384616,1
2022-10-01,Kapenguria County Referral Hospital,Kapenguria Ward,West Pokot Sub County,West Pokot County,FabEx0uwlU4,wbJOu4h2SSz,Hyvw9VnZ2ch.jjUGfPF0ObP,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Male, Positive",40,3,0.025,0.3488372093023256,37
2022-10-01,Kabichbich Health Centre,Lelan Ward,Pokot South Sub County,West Pokot County,JTzEgarJilV,GSEmLUnrvzj,Hyvw9VnZ2ch.AG0milXShQM,TX_CURR,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",1,1,0.008333333333333333,0.8333333333333334,0
2022-10-01,Kabichbich Health Centre,Lelan Ward,Pokot South Sub County,West Pokot County,JTzEgarJilV,Jbu4if6gtDp,Hyvw9VnZ2ch.tEMe0224zlP,TX_CURR,MOH 731 On ART_10-14(M) HV03-030,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",1,1,0.008333333333333333,0.8333333333333334,0
