created,facility,ward,subcounty,county,MOH_FacilityID,MOH_IndicatorCode,DATIM_Disag_ID,category,MOH_Indicator_Name,DATIM_Disag_Name,khis_data,datim_data,weight,concodance(%),khis_minus_datim
2022-10-01,Amurt Health Centre,Mountain View Ward,Westlands Sub County,Nairobi County,ps5w3QhjIM7,SJL4k6Gl53C,Hyvw9VnZ2ch.GnpJeq2XENE,TX_CURR,MOH 731 On ART_<1 HV03-028,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART <1, Male, Positive",1,1,0.000980392156862745,0.09803921568627451,0
2022-10-01,AIDS Health Care Foundation Parklands Clinic,Parklands/Highridge Ward,Westlands Sub County,Nairobi County,Pt3AOtGccoJ,wbJOu4h2SSz,Hyvw9VnZ2ch.jjUGfPF0ObP,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Male, Positive",4,3,0.0029411764705882353,0.25210084033613445,1
2022-10-01,Amurt Health Centre,Mountain View Ward,Westlands Sub County,Nairobi County,ps5w3QhjIM7,GSEmLUnrvzj,Hyvw9VnZ2ch.AG0milXShQM,TX_CURR,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",2,2,0.00196078431372549,0.19607843137254902,0
2022-10-01,AIDS Health Care Foundation Parklands Clinic,Parklands/Highridge Ward,Westlands Sub County,Nairobi County,Pt3AOtGccoJ,Jbu4if6gtDp,Hyvw9VnZ2ch.tEMe0224zlP,TX_CURR,MOH 731 On ART_10-14(M) HV03-030,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",2,1,0.000980392156862745,0.065359477124183,1
2022-10-01,Amurt Health Centre,Mountain View Ward,Westlands Sub County,Nairobi County,ps5w3QhjIM7,wbJOu4h2SSz,Hyvw9VnZ2ch.dRjezxQktoz,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Female, Positive",1,2,0.00196078431372549,0.130718954248366,-1
2022-10-01,Aptc Health Centre,Mihango Ward,Embakasi East Sub County,Nairobi County,eGSDTRaBYvN,GSEmLUnrvzj,Hyvw9VnZ2ch.AG0milXShQM,TX_CURR,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",1,5,0.004901960784313725,0.1633986928104575,-4
2022-10-01,Amurt Health Centre,Mountain View Ward,Westlands Sub County,Nairobi County,ps5w3QhjIM7,Jbu4if6gtDp,Hyvw9VnZ2ch.tEMe0224zlP,TX_CURR,MOH 731 On ART_10-14(M) HV03-030,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",1,7,0.006862745098039216,0.1715686274509804,-6
2022-10-01,Babadogo (EDARP),Babandogo Ward,Ruaraka Sub County,Nairobi County,CzGqegvtcf5,wbJOu4h2SSz,Hyvw9VnZ2ch.zLbjm4E1NsG,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Female, Positive",11,10,0.00980392156862745,0.9337068160597571,1
2022-10-01,Babadogo Health Centre,Babandogo Ward,Ruaraka Sub County,Nairobi County,obSn4iRC7wn,wbJOu4h2SSz,Hyvw9VnZ2ch.p1HABZs9ydt,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",35,34,0.03333333333333333,3.2850241545893724,1
2022-10-01,Babadogo (EDARP),Babandogo Ward,Ruaraka Sub County,Nairobi County,CzGqegvtcf5,GSEmLUnrvzj,Hyvw9VnZ2ch.AG0milXShQM,TX_CURR,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",12,15,0.014705882352941176,1.30718954248366,-3
