created,facility,ward,subcounty,county,MOH_FacilityID,MOH_IndicatorCode,DATIM_Disag_ID,category,MOH_Indicator_Name,DATIM_Disag_Name,khis_data,datim_data,weight,concodance(%),khis_minus_datim
2022-10-01,Andersen Medical Centre,Chepchoina Ward,Endebess Sub County,Trans Nzoia County,c5gNJhUz9rg,wbJOu4h2SSz,Hyvw9VnZ2ch.dRjezxQktoz,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Female, Positive",13,13,0.027139874739039668,2.7139874739039667,0
2022-10-01,Bidii Health Centre,Bidii Ward,Kwanza Sub County,Trans Nzoia County,vUIa955kXzn,wbJOu4h2SSz,Hyvw9VnZ2ch.jjUGfPF0ObP,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Male, Positive",4,3,0.006263048016701462,0.5368326871458395,1
2022-10-01,Andersen Medical Centre,Chepchoina Ward,Endebess Sub County,Trans Nzoia County,c5gNJhUz9rg,GSEmLUnrvzj,Hyvw9VnZ2ch.AG0milXShQM,TX_CURR,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",6,6,0.012526096033402923,1.2526096033402923,0
2022-10-01,Andersen Medical Centre,Chepchoina Ward,Endebess Sub County,Trans Nzoia County,c5gNJhUz9rg,Jbu4if6gtDp,Hyvw9VnZ2ch.tEMe0224zlP,TX_CURR,MOH 731 On ART_10-14(M) HV03-030,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",6,6,0.012526096033402923,1.2526096033402923,0
2022-10-01,Bikeke Health Centre,Sirende Ward,Kiminini Sub County,Trans Nzoia County,yk52nyJ5L27,wbJOu4h2SSz,Hyvw9VnZ2ch.zLbjm4E1NsG,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Female, Positive",18,23,0.04801670146137787,4.2161006161209835,-5
2022-10-01,Bondeni Health Centre (Trans Nzoia - Saboti),Kinyoro Ward,Saboti Sub County,Trans Nzoia County,kF4aaglTa6T,wbJOu4h2SSz,Hyvw9VnZ2ch.p1HABZs9ydt,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",9,10,0.020876826722338204,1.977804636853093,-1
2022-10-01,Bidii Health Centre,Bidii Ward,Kwanza Sub County,Trans Nzoia County,vUIa955kXzn,GSEmLUnrvzj,Hyvw9VnZ2ch.AG0milXShQM,TX_CURR,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",2,2,0.0041753653444676405,0.41753653444676403,0
2022-10-01,Bidii Health Centre,Bidii Ward,Kwanza Sub County,Trans Nzoia County,vUIa955kXzn,Jbu4if6gtDp,Hyvw9VnZ2ch.tEMe0224zlP,TX_CURR,MOH 731 On ART_10-14(M) HV03-030,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",2,2,0.0041753653444676405,0.41753653444676403,0
2022-10-01,Kaisagat Health Centre,Kwanza Ward,Kwanza Sub County,Trans Nzoia County,sc8JYN2izf0,wbJOu4h2SSz,Hyvw9VnZ2ch.jjUGfPF0ObP,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Male, Positive",4,3,0.006263048016701462,0.5368326871458395,1
2022-10-01,Bikeke Health Centre,Sirende Ward,Kiminini Sub County,Trans Nzoia County,yk52nyJ5L27,GSEmLUnrvzj,Hyvw9VnZ2ch.AG0milXShQM,TX_CURR,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",3,3,0.006263048016701462,0.6263048016701461,0
2022-10-01,Bikeke Health Centre,Sirende Ward,Kiminini Sub County,Trans Nzoia County,yk52nyJ5L27,Jbu4if6gtDp,Hyvw9VnZ2ch.tEMe0224zlP,TX_CURR,MOH 731 On ART_10-14(M) HV03-030,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",2,2,0.0041753653444676405,0.41753653444676403,0
2022-10-01,Kapsara Sub County Hospital,Makutano Ward,Cherangany Sub County,Trans Nzoia County,P4bWQeI57XU,wbJOu4h2SSz,Hyvw9VnZ2ch.p1HABZs9ydt,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 5-9, Male, Positive",14,13,0.027139874739039668,2.6134694193149306,1
2022-10-01,Kapsitwet Dispensary,Kapomboi Ward,Kwanza Sub County,Trans Nzoia County,T4xwbinQdKG,wbJOu4h2SSz,Hyvw9VnZ2ch.dRjezxQktoz,TX_CURR,MOH 731 On ART_1-9 HV03-029,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 1-4, Female, Positive",1,3,0.006263048016701462,0.31315240083507306,-2
2022-10-01,Bondeni Health Centre (Trans Nzoia - Saboti),Kinyoro Ward,Saboti Sub County,Trans Nzoia County,kF4aaglTa6T,GSEmLUnrvzj,Hyvw9VnZ2ch.AG0milXShQM,TX_CURR,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",5,5,0.010438413361169102,1.0438413361169103,0
